,index,review_EN,sentiment,reviewer
356,923," Special company. You have to wait for hours to unload a few pallets. This is no longer necessary in this time. Such firms charge a lot of waiting hours among other things. Organically, something is not going well there. (I wrote this with 1 star in 2018)

I now give 2 stars more. Lately, every now and then a few pallets arrive, neat in the block time, and that goes pretty smoothly. 'Thumbs' up'

",,
357,924," There is no rush, they have some quiet notifications, 13 pallets and a big problem with unloading, waiting about 3 hours to unload it, coffee can be drunk to pain, in a word horror

",,
358,925," I had an advice for 3 p.m. and at 4 p.m. I was already loaded, if the forwarding meets the deadline and the time is right, everything will go smoothly. Clean and free toilets and showers for drivers. If you speak any ""Western"" language communicatively, they will talk to you differently.

",,
359,926," ID only has employees through an employment agency, you have to confirm your schedule and then you get 3 more changes in the schedule. Result you only work 2@3 days while every NORMAL person wants to work 5 or more

",,
360,927," For unloading, before entering the barrier, you need to present your passport and documents for the cargo, enter the territory, go to the office, give the documents and wait for unloading from 1-3 hours. Car under the ramp, in equipment (boots, vest) present when unloading. After, documents. Departure around the warehouse, under the barrier from the back side (almost like dropping into a company)

",,
361,928," It is not of this time that drivers with this cold just have to stand outside the all-annoying counter, everyone is warm except drivers (who are already approached and treated differently)

",,
362,929," Smooth and friendly assistance with loading, loading docks available.

",,
363,930," Great company, everything is simple and free coffee

",,
364,931," Fast loading and one of the few places with toilet access (because of covit)

",,
365,932," A lot to ask for punctuality, but after three hours, I'm still waiting for the papers.

",,
366,933," Friendly staff, quick unloading and free coffee. In the NL, the truck driver is worth much more than in Germany.

",,
367,934," My workplace. A powerful logistics warehouse

",,
368,935," If you carry a load reference and license plates super fast the load friendly staff

",,
369,936," Working in a warehouse with a wide variety of materials. 4 halls with customers such as Sony electronics, fuji, kawasaki and macro.

",,
370,937," Always has to wait a long time here as a driver to be able to unload

",,
371,938," Leik company nice people quiet and neat environment. Went there for work but unfortunately.

",,
372,939," Usually quite a long unloading. There is a room for drivers, toilet, shower

",,
373,940," Very long waiting times for drivers who come to unload and / or load.

",,
374,941," We are always here nice and fairly quickly helped with loading.

",,
375,942," Great location, patience is in place here.

",,
376,943," Excellent! The office speaks Polish !!!! Nice and fast loading !!!!

",,
377,944," Friendly service, unloading over time ... The company is approx.

",,
378,945," Huge company many people work and are very nice

",,
379,946," The demands to work in certain departments are high

",,
380,947," This time it went very well, no problems with reference number.

",,
381,948," Work in this company only depends where you go

",,
382,949," Kind quickly all wrapped up ok

",,
383,950," I get my salary but not.

",,
384,951," The truth is that it loads fast and they are friendly.

",,
385,952," Always wait. Always loose number problem

",,
386,953,❤️❤️❤️,,
387,954," If everything is correct then it will be ok

",,
388,955,.. 🙄,,
389,956," Always busy so a lot of waiting

",,
390,957," It's a Sony electronics store.

",,
391,958," It all takes forever there.

",,
392,959," (51.6035120, 5.0100959)
Entry to the firm.

",,
393,960,😊,,
394,961," Poor parking

",,
395,962," It is where it starts for many

",,
396,963," Always takes a long time

",,
397,964," Goes fast

",,
398,965," A top ten location

",,
399,966," This is nowadays a Samsung throughput

",,
400,967," It's not good working here ...

",,
401,968," Witch best

",,
402,969," Super unloading

",,
403,970," I do not recommend ""slavery""

",,
404,971," €€ 10.33 p.u. 😒😢

",,
405,972," Good attention

",,
406,973," No comment. Horror

",,
407,974," All except Dutch (PL)

",,
408,975," Goes pretty smoothly here

",,
409,976," Work quickly and well

",,
410,977," Nice company

",,
411,978," no

",,
412,979," Great logistics company!

",,
413,980," There is a lot of work to be done😁😁😁

",,
414,981," Speed ​​of service

",,
415,982," Cheap coffee ..

",,
416,984," Correct attitude.

",,
417,985," Very kind

",,
418,986,Perfect job,,
419,987," Positive impression

",,
420,988," Very slow

",,
421,989," Big bumps

",,
422,990," Fast

",,
423,991," A great place

",,
424,992," Parcel company

",,
425,1174," Jill helped us tremendously with the entire logistics process, which involved the realization of the MX4D hall in Kinepolis Leidschendam. This concerned a batch of high-tech goods and products that had to be shipped from California to our cinema in Leidschendam. Especially in the current, very turbulent market for intercontinental shipping, Jill was able to realize that everything was available at the right time at the right place as agreed at a very competitive rate. Previously had good experiences with DR Logistics when shipping MX4D for Kinepolis Utrecht; if more MX4D rooms are added in the future, I will definitely approach Jill again to help us.

Bas van Oosterwijck
National Manager Experience
Kinepolis Netherlands

",,
