,Unnamed: 0.1,Unnamed: 0,name,type_company,lat,lon,city,avg_stars_num,n_reviews_num,encoded_user,local_guide,clean_other_review_num,published_date,today_date,stars_num,review_EN,original_lang,Negative,Neutral,Positive,Roberta_Sentiment
288,288,374,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,pUJHs,0,25,2021-09-27 21:32:38,2022-09-23,5," very effective

",NOT_ENG,1.023292634636164,18.16426366567612,80.81244826316833,Positive
289,289,375,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,YLO$L,1,409,2021-09-27 21:32:38,2022-09-23,5," Professional carrier

",NOT_ENG,14.78298902511597,72.71575927734375,12.50124573707581,Neutral
290,290,376,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,nKm8f,1,26,2018-09-27 21:32:38,2022-09-23,5," Is a good transport company

",NOT_ENG,1.222624909132719,42.58148670196533,56.19587898254395,Positive
291,291,377,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,Mi7p(,1,306,2020-09-27 21:32:38,2022-09-23,5," Nice address

",NOT_ENG,1.059849467128515,14.62458521127701,84.3155562877655,Positive
293,293,378,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,UpCIH,1,67,2018-09-27 21:32:38,2022-09-23,5," Client

",NOT_ENG,26.62484049797058,63.60503435134888,9.77012887597084,Neutral
294,294,379,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,trQm),1,114,2021-09-27 21:32:38,2022-09-23,5," Fast handling, 👍👍👍👍👍

",NOT_ENG,0.940498523414135,21.45364582538605,77.60584354400635,Positive
295,295,380,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,IogCa,0,4,2019-09-27 21:32:38,2022-09-23,5," Good drivers

",NOT_ENG,1.864067651331425,27.75332629680634,70.38260102272034,Positive
296,296,381,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,Py1vg,1,166,2021-09-27 21:32:38,2022-09-23,5," Rapid!!!

",NOT_ENG,8.317442238330841,45.20543217658997,46.47713005542755,Positive
301,301,463,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,0UR3b,1,15,2022-01-25 21:32:38,2022-09-29,1,"This place needs attention of the authorities.

I genuinely do not recommend this company in any way possible. GVT is an amazing example of a horrible workplace in Netherlands. Employees are exploited in a grand scheme. The larger warehouse is doable, but still highly unprofessional and a very hazardous ""workplace"". Employees recieve zero education and work in dirty, very poorly maintained and culture lacking workplace. There is aswell another warehouse on other side, which is pure and absolute hell. Employees driving without certifications on vehicles illegally, driving seriously dangerously, without safety belts, without any work related safety equipment, some don't even have safety shoes, don't have any prior education and often don't even speak English or dutch, are incapable of mature communication and don't have understanding of standard warehouse practices. All under supervision of a teamleader and their aprooval. GVT is a front page example of what business in Netherlands should NOT be. Bad taste in employees. Lack of any teambuilding. Complete abolition of safety ( absolute zero ). Employees driving outside at night without their lights on. Forklift full speed, forks 1.5 meters high. Serious malpractice. Please investigate this. Warehouse in Budel was closed because GVT completely abandoned any form of infrastructure inside and refresco literally tossed them out of partnership due to their irresponsibility.",ENG,96.02518081665039,3.580346703529358,0.394483795389533,Negative
302,302,464,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,h2&HO,1,17,2020-09-27 21:32:38,2022-09-29,1,"Hi the warehouse manager Jule not a nice person he is lied for not receiving email from H&M I talked the girl in H&M and she’s telling me she’s send the mail a couple of time. And the guy  he said he doesn’t receive any emails. The warehouse manager doesn’t like the people who speaks English he is a Ruthless guy I hope karma get him soon.

Ps. I’m waiting with passion 19hrs to unloading  13 pallets. And I waiting3 extra day with Passion in the gastation on the weekend  to. I don’t have any choice. Because your coworkers don’t do his job.  I can spend this 3 days with my family to.",ENG,87.01821565628052,11.78924366831779,1.192543376237154,Negative
303,303,465,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,$0Kd$,1,88,2021-10-28 21:32:38,2022-09-29,1,Driver not friendly with emergency cars such as ambulance while driving in Luxembourg! NOT GOOD! 👎,ENG,95.54997086524963,3.976131603121758,0.4738981835544109,Negative
304,304,466,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,)yKWe,0,4,2019-09-27 21:32:38,2022-09-29,1,The coworkers from Jan's team did not treat me well.,ENG,95.0580894947052,4.658413678407669,0.2835039747878909,Negative
305,305,467,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,47raf,0,2,2018-09-27 21:32:38,2022-09-29,1,"No communication and care for the final customer, even when calling to their customer service. Arrived late.",ENG,87.7827525138855,11.3787978887558,0.8384374901652336,Negative
306,306,468,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Sv$gK,1,45,2021-09-27 21:32:38,2022-09-29,5,very nice,ENG,0.6665077060461044,4.657170921564102,94.67630982398987,Positive
307,307,469,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,nCh*9,0,1,2021-10-28 21:32:38,2022-09-29,5,Wonderful,ENG,0.5490880459547043,8.829819411039352,90.62110185623169,Positive
308,308,470,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,rmxps,1,57,2018-09-27 21:32:38,2022-09-29,5,Good job,ENG,1.477940753102303,10.83313748240471,87.68892288208008,Positive
309,309,471,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Cu%ZM,1,30,2021-09-27 21:32:38,2022-09-29,4,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
311,311,1765,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,ry^hH,0,1,2022-09-20 21:32:38,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
312,312,1766,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,esN$K,0,1,2022-08-27 21:32:38,2022-09-30,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
314,314,4880,Vortex Logistics,Logistics service,51.8471642,5.8087494,Nijmegen,4.3,42,zbKNz,1,44,2020-09-27 21:32:38,2022-09-24,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
317,317,7459,Otentic Logistics B.V.,Storage facility,51.663253,4.838108,Oosterhout,4.2,80,VpxhT,0,26,2020-09-27 21:32:38,2022-09-23,5,Good,ENG,6.079348176717758,32.942795753479,60.97785830497742,Positive
318,318,472,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,x0N%),1,51,2021-09-27 21:32:38,2022-09-29,5,Personal ok.,ENG,3.87786440551281,47.80679941177368,48.3153373003006,Positive
319,319,473,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Mi7p(,1,306,2018-09-27 21:32:38,2022-09-29,1,3 letters,ENG,21.81974947452545,60.63486337661743,17.54538267850876,Neutral
320,320,474,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,dh4pk,0,11,2021-09-27 21:32:38,2022-09-29,1,Drama,ENG,44.04020309448242,48.30545485019684,7.65434056520462,Neutral
322,322,475,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,a!eIE,0,18,2020-09-27 21:32:38,2022-09-29,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
323,323,1435,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,x#kZV,1,1773,2017-09-27 21:32:38,2022-09-25,4,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
325,325,5627,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,cIMLn,1,19,2021-09-27 21:32:38,2022-09-23,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
326,326,476,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,11U0q,1,755,2019-09-27 21:32:38,2022-09-29,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
328,328,1770,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,(zQbT,1,20,2022-02-25 21:32:38,2022-09-30,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
329,329,1772,First Logistics B.V.,Trucking company,52.0487197,5.1148267,Nieuwegein,4.1,431,fWpSs,1,7,2021-09-27 21:32:38,2022-09-30,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
330,330,4455,TOP Logistics BV,Logistics service,51.8529919,4.2893699,Spijkenisse,3.1,133,x#kZV,1,1773,2019-09-27 21:32:38,2022-09-25,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
335,335,477,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,sCqct,1,38,2022-09-25 21:32:38,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
336,336,787,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,Hc^^4,1,23,2022-05-28 21:32:38,2022-09-23,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
340,340,3814,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,HVIv0,1,20,2021-09-27 21:32:38,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
341,341,3816,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,wtagr,0,18,2021-09-27 21:32:38,2022-09-29,1,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
346,346,478,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,i^I3a,1,40,2022-03-27 21:32:38,2022-09-29,5," Very fast loading if you are on time. Checking the exact streets in the order because in this GTV zone for its 3 warehouses and an office building. Generally nice, fast and pleasant lady in the office.

",NOT_ENG,0.4448945634067059,8.675987273454666,90.8791184425354,Positive
347,347,479,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,c4qZ8,0,5,2022-08-27 21:32:38,2022-09-29,1," Attention. They tell you to load pallets with drinks yourself. The drinks are stacked 7 layers up, there are no spacers between the layers. During the route, the bottom layer falls under pressure and the pallet tilts. At the unloading in Denmark, they refused to unload us and a problem arose. Of course who is to blame?

",NOT_ENG,74.61712956428528,23.629991710186,1.752875000238419,Negative
348,348,480,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,^0hHr,1,210,2021-09-27 21:32:38,2022-09-29,3," 3 stars for waiting for loading.
Parking at the entrance
5 places.
Further, he office is to the left of the main entrance.
there are pointers
Next, you need a reference, it starts from 11 .......
fill out the form
give a card for entry
and the ramp number is written
we go park, docks, in principle, and wait in the car
Tross seal
then again to the parking lot, to the office
they give their documents and cmr.
Toilet
Free coffee.

",NOT_ENG,8.624505996704102,71.78558111190796,19.5899099111557,Neutral
349,349,481,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,LJjJu,1,168,2021-09-27 21:32:38,2022-09-29,5," Polite staff, especially thanks to the lady from the office !!! Fast loading. You are a great team !!!

",NOT_ENG,0.1815325464121997,1.073748711496592,98.74473214149475,Positive
350,350,482,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,OXUVg,0,10,2022-04-27 21:32:38,2022-09-29,5," From the girl at the counter to the men at the warehouse, everything is great. Come here regularly and always leave quickly.

",NOT_ENG,0.3282465040683746,2.747597917914391,96.92414999008179,Positive
351,351,483,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,h)&*k,1,45,2022-04-27 21:32:38,2022-09-29,2," calling is a disaster is rarely answered. Asked a question via customer form never heard anything back.

",NOT_ENG,94.91769671440125,4.682764410972595,0.3995476290583611,Negative
352,352,484,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,cDyUN,0,66,2022-05-28 21:32:38,2022-09-29,4," Loading quickly, toilet on site, and you can have a good cup of coffee for free 😉

",NOT_ENG,0.4643287975341082,8.017557114362717,91.5181040763855,Positive
353,353,485,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,^dZ7*,1,40,2022-01-25 21:32:38,2022-09-29,1," As an employee, they order to drive old equipment for pennies 11.68 euros, and for this, manual unloading of containers for free, and I would forget you are doing foliar machines, even though they are still not used,

However, an investor who likes delays can invest in this company because they are always,

",NOT_ENG,28.80384922027588,53.28215360641479,17.91399568319321,Neutral
354,354,486,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,8V$ue,0,2,2022-06-27 21:32:38,2022-09-29,1," Do something about it because you can't register with you !!! I waited 2 hours for check in !! Failure

",NOT_ENG,91.96028113365173,7.200818508863449,0.8389005437493324,Negative
355,355,487,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,zJ8@p,0,3,2021-10-28 21:32:38,2022-09-29,1," What a crazy saying almost killed us on the highway last night at hazeldonk

",NOT_ENG,93.7102735042572,5.938432738184929,0.3513072850182652,Negative
356,356,488,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,d5EWd,1,10,2022-07-28 21:32:38,2022-09-29,5," Nice woman at the reception, loaded quickly!

",NOT_ENG,0.289053563028574,3.393727168440819,96.31723165512085,Positive
357,357,489,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,76A6f,0,6,2020-09-27 21:32:38,2022-09-29,1," Poor company in connection with communication in the transport department.
And not only that but dealing with staff very and very poorly So definitely not recommended to work here !!!

",NOT_ENG,97.75524139404297,2.05480121076107,0.1899562077596784,Negative
358,358,490,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,@390I,0,28,2021-11-25 21:32:38,2022-09-29,4," Very good firm load fast there is parking free coffee. Only the loading is not at the central entrance, drive a little and to the left 100 meters on the left side.

",NOT_ENG,2.045225352048874,14.44772928953171,83.50703120231628,Positive
359,359,491,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,&hEVL,1,220,2022-05-28 21:32:38,2022-09-29,5," Usually crowded.
Very professional staff

",NOT_ENG,5.198420956730843,48.35885465145111,46.44271433353424,Neutral
360,360,492,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,$2uoO,0,4,2021-09-27 21:32:38,2022-09-29,5," Just received a pallet with unwieldy items, the driver helped me neatly with bringing it in, all credit. I've often experienced it differently.

",NOT_ENG,7.755263149738312,39.5673394203186,52.6773989200592,Positive
361,361,493,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,dYT#F,0,2,2021-09-27 21:32:38,2022-09-29,1," A bit lackluster GVT Transport to remove the reviews on the FB page if it is not to your liking.
So just one more time here.
GVT steals from its staff: hours and days of breaks, and in any case in Alkmaar only hires staff through a temporary contract.
I worked very well there with colleagues at night, but the policy is not right at all.

",NOT_ENG,74.11528825759888,22.36569225788116,3.51901464164257,Negative
362,362,494,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,EYz(K,1,55,2021-11-25 21:32:38,2022-09-29,4," It's ok, quickly removed, the fact that only 10 pallets, a parking lot for several trucks is small for such a large company

",NOT_ENG,5.148658156394958,44.33362185955048,50.51773190498352,Positive
363,363,495,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,@^U@G,1,26,2021-09-27 21:32:38,2022-09-29,1," ruk company where you can work fine as an Eastern blocker without a life. recruiters don't even know what kind of work they offer (they can't post vacancies either because more than 75% of information is missing in all those advertisements) and many former employees indicate that they have been exploited ... in short, if you are Dutch, don't work for this company.

",NOT_ENG,84.1720700263977,14.35938328504562,1.468544080853462,Negative
364,364,496,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,N0zy%,1,47,2021-12-26 21:32:38,2022-09-29,5," Satisfied from the parking lot to the ghost, the paperwork is done right away. It can't get any better, great. As far as I know foreign languages ​​and you don't need anything.

",NOT_ENG,0.841013714671135,3.08705847710371,96.07194066047668,Positive
365,365,497,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,MV3^j,0,5,2021-09-27 21:32:38,2022-09-29,5," GVT regularly required for long loads,
This morning the delivery person called to ask if he could come earlier than planned. When I indicated that I was on location with 10 minutes, he waited neatly, unlike other companies that think they close the door to the next one!
Compliments to the delivery person!

",NOT_ENG,5.299264565110207,35.92642247676849,58.77431631088257,Positive
366,366,498,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,8NgD4,1,93,2021-09-27 21:32:38,2022-09-29,5," Good logistics, your own parking near the company, you stop at the parking lot with a sign on where to go to the drivers, fill out a sheet with the data, give it to a very nice and friendly woman out the window, get papers and a map for the gate, when you approach the ramp you put papers in the trailer, loading is fast, then parking, documents, and exit. + Coffee door on the right where the dispatcher is sitting)

",NOT_ENG,0.7508433423936367,21.60784751176834,77.6413083076477,Positive
367,367,499,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,4W4qR,1,223,2020-09-27 21:32:38,2022-09-29,5," Can only indicate that they come here regularly to pick up shipments (pallets) and that it is always done in a correct and careful manner. Since we have a good experience with Helder Transport, they call in GVT for this, keep it up!

",NOT_ENG,0.8696563541889191,17.07036048173904,82.05997347831726,Positive
368,368,500,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,CM^Pa,1,42,2021-09-27 21:32:38,2022-09-29,1," A company that says it can do anything for others,
but is not a good employer for personnel.
They assume more they can handle,
and then have to pull out all the stops.
Within the company, it is normal for drivers to be banned by planning and other employees, and if you report this, they do nothing with it.

in short, Passion for logistics?
You mean passion for big money, and this on the back of employees.

",NOT_ENG,78.32066416740417,19.6583554148674,2.020984888076782,Negative
